dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1486987200,2017-02-13 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.15,10000,8.43,17.4,17.96,19.17,1012,,,53,0,0,,,,,,0,721,Haze,haze,50d
1486990800,2017-02-13 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.99,10000,9.88,20.42,20.96,22.17,1012,,,49,2.1,140,,,,,,0,800,Clear,sky is clear,01d
1486994400,2017-02-13 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.99,10000,8.81,23.44,23.96,25.17,1012,,,38,1.03,0,,,,,,0,800,Clear,sky is clear,01d
1486998000,2017-02-13 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.99,10000,8.91,26.49,26.96,28.17,1012,,,32,1.54,120,,,,,,0,800,Clear,sky is clear,01d
1487001600,2017-02-13 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.74,10000,8.6,26.91,24.83,32.23,1012,,,30,4.63,180,,,,,,0,800,Clear,sky is clear,01d
1487005200,2017-02-13 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,7.84,28.43,29.96,30.17,1011,,,25,6.2,180,,,,,,0,800,Clear,sky is clear,01d
1487008800,2017-02-13 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,31,10000,6.81,29.17,30.96,31.17,1010,,,22,8.23,230,,,,,,0,800,Clear,sky is clear,01d
1487012400,2017-02-13 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.99,10000,11.98,28.98,29.96,31.17,1011,,,33,7.72,220,,,,,,0,800,Clear,sky is clear,01d
1487016000,2017-02-13 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.99,10000,12.84,28.34,28.96,31.17,1010,,,37,8.8,210,,,,,,0,800,Clear,sky is clear,01d
1487019600,2017-02-13 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.99,10000,10.64,27.99,28.96,30.17,1010,,,32,7.72,220,,,,,,0,800,Clear,sky is clear,01d
1487023200,2017-02-13 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.29,10000,9.19,26.29,22.72,30.54,1010,,,34,8.2,200,,,,,,0,800,Clear,sky is clear,01d
1487026800,2017-02-13 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.77,10000,8.7,24.24,21.28,28.87,1010,,,36,6.7,190,,,,,,0,800,Clear,sky is clear,01d
1487030400,2017-02-14 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.71,10000,11.15,22.29,19.65,27.75,1011,,,48,5.1,160,,,,,,0,800,Clear,sky is clear,01n
1487034000,2017-02-14 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.92,10000,11.92,21.55,18.7,26.65,1012,,,53,5.1,150,,,,,,0,800,Clear,sky is clear,01n
1487037600,2017-02-14 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.37,10000,12.24,21.02,17.61,25.93,1012,,,56,4.6,150,,,,,,0,800,Clear,sky is clear,01n
1487041200,2017-02-14 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.3,10000,12.09,18.93,15.76,23.77,1012,,,63,4.6,170,,,,,,0,800,Clear,sky is clear,01n
1487044800,2017-02-14 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.74,10000,12.49,18.42,15.35,23.03,1012,,,67,3.6,160,,,,,,0,800,Clear,sky is clear,01n
1487048400,2017-02-14 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.42,10000,12.33,17.1,13.53,21.59,1012,,,72,3.6,170,,,,,,0,800,Clear,sky is clear,01n
1487052000,2017-02-14 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.11,10000,13.05,16.89,13.03,21.36,1011,,,77,2.6,170,,,,,,0,800,Clear,sky is clear,01n
1487055600,2017-02-14 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.69,10000,12.64,16.43,11.99,20.23,1012,,,77,2.1,160,,,,,,0,800,Clear,sky is clear,01n
1487059200,2017-02-14 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.12,10000,13.05,15.93,11.32,19.52,1012,,,82,3.1,170,,,,,,0,800,Clear,sky is clear,01n
1487062800,2017-02-14 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.96,10000,12.89,15.75,11.08,19.13,1012,,,82,2.6,160,,,,,,0,800,Clear,sky is clear,01n
1487066400,2017-02-14 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.65,10000,13.57,16.51,12.32,20.09,1013,,,82,2.1,170,,,,,,0,800,Clear,sky is clear,01n
1487070000,2017-02-14 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.41,6000,14.24,16.38,12.98,20.63,1013,,,87,2.6,180,,,,,,0,741,Fog,fog,50d
1487073600,2017-02-14 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.41,6000,14.5,17.37,14.21,22.21,1014,,,83,2.1,160,,,,,,0,800,Clear,sky is clear,01d
1487077200,2017-02-14 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.44,8000,14.27,19.32,16.26,24.34,1014,,,72,1.5,200,,,,,,0,800,Clear,sky is clear,01d
1487080800,2017-02-14 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.96,8000,13.72,22.77,20.15,28.02,1015,,,56,1,0,,,,,,0,800,Clear,sky is clear,01d
1487084400,2017-02-14 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.87,8000,12.8,24.64,21.96,29.56,1014,,,47,3.6,170,,,,,,0,800,Clear,sky is clear,01d
1487088000,2017-02-14 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.27,10000,13.06,26.27,23.2,30.76,1014,,,44,5.1,160,,,,,,0,800,Clear,sky is clear,01d
1487091600,2017-02-14 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.51,10000,13.46,27.37,24.58,31.95,1014,,,42,6.2,160,,,,,,0,800,Clear,sky is clear,01d
1487095200,2017-02-14 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.97,10000,12.61,26.89,25.12,27.96,1013,,,41,6.7,170,,,,,,0,800,Clear,sky is clear,01d
1487098800,2017-02-14 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.57,10000,13.27,28.11,25.34,33.05,1013,,,39,6.7,170,,,,,,0,800,Clear,sky is clear,01d
1487102400,2017-02-14 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.36,10000,12.28,27.77,25.12,32.61,1013,,,37,5.7,170,,,,,,0,800,Clear,sky is clear,01d
1487106000,2017-02-14 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.9,10000,12.68,27.51,24.63,32.13,1013,,,39,4.6,210,,,,,,0,800,Clear,sky is clear,01d
1487109600,2017-02-14 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.27,10000,11.23,26.27,22.44,30.12,1013,,,39,5.1,190,,,,,,0,800,Clear,sky is clear,01d
1487113200,2017-02-14 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.06,10000,11.97,24.77,21.31,29.01,1013,,,44,4.6,220,,,,,,0,800,Clear,sky is clear,01d
1487116800,2017-02-15 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.69,10000,12.04,22.35,19.42,27.16,1014,,,51,3.6,150,,,,,,0,800,Clear,sky is clear,01n
1487120400,2017-02-15 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.89,10000,12.73,21.6,18.9,26.48,1015,,,56,4.1,160,,,,,,0,800,Clear,sky is clear,01n
1487124000,2017-02-15 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.71,10000,11.63,20.3,17.73,25.31,1015,,,56,5.1,170,,,,,,0,800,Clear,sky is clear,01n
1487127600,2017-02-15 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.88,10000,11.69,18.47,15.2,22.85,1016,,,63,2.6,160,,,,,,0,800,Clear,sky is clear,01n
1487131200,2017-02-15 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.33,10000,12.1,17.97,14.56,22.31,1016,,,67,2.6,170,,,,,,0,800,Clear,sky is clear,01n
1487134800,2017-02-15 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.73,10000,11.53,17.31,13.67,21.5,1016,,,67,2.6,170,,,,,,0,800,Clear,sky is clear,01n
1487138400,2017-02-15 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.28,10000,12.61,17,13.3,21.11,1016,,,74,3.6,180,,,,,,0,800,Clear,sky is clear,01n
1487142000,2017-02-15 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.11,10000,13.05,16.89,12.97,20.86,1015,,,77,3.1,170,,,,,,0,800,Clear,sky is clear,01n
1487145600,2017-02-15 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.62,10000,12.57,16.35,12.24,20.11,1015,,,77,2.1,170,,,,,,0,800,Clear,sky is clear,01n
1487149200,2017-02-15 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.33,10000,13.44,16.19,12.27,20.15,1016,,,83,2.6,170,,,,,,0,800,Clear,sky is clear,01n
1487152800,2017-02-15 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.79,8000,13.7,16.67,12.44,20.29,1016,,,82,3.1,150,,,,,,0,800,Clear,sky is clear,01n
1487156400,2017-02-15 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.66,8000,13.58,16.52,13.37,20.85,1017,,,82,2.1,170,,,,,,0,800,Clear,sky is clear,01d
1487160000,2017-02-15 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.83,10000,12.72,17.55,14.54,22.23,1018,,,72,1.5,140,,,,,,0,800,Clear,sky is clear,01d
1487163600,2017-02-15 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.06,10000,13.05,19.79,16.83,24.54,1018,,,64,1.5,160,,,,,,0,800,Clear,sky is clear,01d
1487167200,2017-02-15 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.03,10000,13.79,22.85,20.23,27.68,1018,,,56,1.5,260,,,,,,0,800,Clear,sky is clear,01d
1487170800,2017-02-15 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.02,10000,12.93,24.8,22.11,29.63,1017,,,47,1,0,,,,,,0,800,Clear,sky is clear,01d
1487174400,2017-02-15 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.29,10000,11.25,26.29,23.2,30.76,1017,,,39,3.6,180,,,,,,0,800,Clear,sky is clear,01d
1487178000,2017-02-15 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.12,10000,12.07,27.57,25.24,32.68,1017,,,37,4.1,170,,,,,,0,800,Clear,sky is clear,01d
1487181600,2017-02-15 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.76,9999,8.98,27.62,25.99,33.32,1015,,,29,5.1,180,,,,,,20,801,Clouds,few clouds,02d
1487185200,2017-02-15 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,29.37,9999,9.5,28.13,26.32,33.55,1016,,,29,5.7,190,,,,,,20,801,Clouds,few clouds,02d
1487188800,2017-02-15 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.63,9999,11.68,27.87,26.2,33.02,1015,,,35,6.7,210,,,,,,20,801,Clouds,few clouds,02d
1487192400,2017-02-15 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.29,10000,11.38,27.59,25.53,33.03,1015,,,35,8.2,210,,,,,,0,800,Clear,sky is clear,01d
1487196000,2017-02-15 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.72,10000,10.83,26.53,23.11,30.55,1015,,,37,7.2,210,,,,,,0,800,Clear,sky is clear,01d
1487199600,2017-02-15 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.13,10000,10.96,24.77,21.37,28.85,1015,,,41,6.2,200,,,,,,0,800,Clear,sky is clear,01d
1487203200,2017-02-16 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.9,10000,11.32,22.5,19.53,27.04,1015,,,48,5.7,200,,,,,,0,800,Clear,sky is clear,01n
1487206800,2017-02-16 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.27,10000,12.15,20.91,18.24,25.78,1016,,,56,4.6,150,,,,,,0,800,Clear,sky is clear,01n
1487210400,2017-02-16 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.79,10000,11.56,19.37,16.81,24.44,1017,,,59,5.7,150,,,,,,0,800,Clear,sky is clear,01n
1487214000,2017-02-16 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.09,10000,11.87,17.7,14.85,22.5,1017,,,67,5.1,160,,,,,,0,800,Clear,sky is clear,01n
1487217600,2017-02-16 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.63,10000,12.53,17.33,14.07,21.64,1017,,,72,5.1,160,,,,,,0,800,Clear,sky is clear,01n
1487221200,2017-02-16 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.26,10000,12.23,15.95,12.37,20.14,1017,,,77,3.6,160,,,,,,0,800,Clear,sky is clear,01n
1487224800,2017-02-16 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.26,10000,12.03,15.93,12.11,19.98,1017,,,76,2.6,170,,,,,,0,800,Clear,sky is clear,01n
1487228400,2017-02-16 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.06,9999,12.03,15.73,11.66,19.45,1016,,,77,2.1,150,,,,,,20,801,Clouds,few clouds,02n
1487232000,2017-02-16 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.44,9999,12.39,15.18,11.05,18.79,1016,,,82,2.1,140,,,,,,40,802,Clouds,scattered clouds,03n
1487235600,2017-02-16 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.52,10000,11.31,15.11,11.01,18.82,1016,,,76,1.5,190,,,,,,0,800,Clear,sky is clear,01n
1487239200,2017-02-16 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.22,10000,12.17,14.94,11.85,19.66,1017,,,82,1,0,,,,,,0,800,Clear,sky is clear,01n
1487242800,2017-02-16 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.98,10000,11.76,15.62,12.44,19.92,1017,,,76,1.5,190,,,,,,0,800,Clear,sky is clear,01d
1487246400,2017-02-16 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.88,10000,13.39,17.68,14.32,22.35,1018,,,75,2.1,150,,,,,,0,800,Clear,sky is clear,01d
1487250000,2017-02-16 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.9,10000,12.66,19.59,16.38,24.49,1018,,,63,1,0,,,,,,0,800,Clear,sky is clear,01d
1487253600,2017-02-16 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.22,10000,13.96,23.06,20.06,27.99,1017,,,56,1,0,,,,,,0,800,Clear,sky is clear,01d
1487257200,2017-02-16 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.3,10000,13.19,25.11,22.19,30.02,1017,,,47,1.5,250,,,,,,0,800,Clear,sky is clear,01d
1487260800,2017-02-16 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.64,10000,12.68,26.64,23.19,31.07,1016,,,42,3.1,180,,,,,,0,800,Clear,sky is clear,01d
1487264400,2017-02-16 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.91,9999,11.89,27.4,24.63,32.41,1016,,,37,5.1,170,,,,,,20,801,Clouds,few clouds,02d
1487268000,2017-02-16 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.28,9999,10.94,27.52,24.93,32.66,1015,,,34,6.2,210,,,,,,20,801,Clouds,few clouds,02d
1487271600,2017-02-16 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,28.37,9999,11.45,27.65,25.22,32.92,1015,,,35,7.2,200,,,,,,40,802,Clouds,scattered clouds,03d
1487275200,2017-02-16 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,27.37,9999,12.21,27.09,24.26,31.7,1015,,,39,8.8,200,,,,,,75,803,Clouds,broken clouds,04d
1487278800,2017-02-16 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.44,9999,13.21,26.44,23.6,30.85,1016,,,44,8.8,210,,,,,,40,802,Clouds,scattered clouds,03d
1487282400,2017-02-16 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.26,9999,12.24,23.97,21.2,28.3,1016,,,47,7.7,190,,,,,,75,803,Clouds,broken clouds,04d
1487286000,2017-02-16 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,22.49,9999,13.28,22.26,19.72,26.73,1016,,,56,7.7,160,,,,,,40,802,Clouds,scattered clouds,03d
1487289600,2017-02-17 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.71,9999,10.7,19.2,18.18,20.56,1016,,,56,3.6,130,,,,,,20,801,Clouds,few clouds,02n
1487293200,2017-02-17 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,20.34,10000,12.07,19.97,17.64,25,1016,,,59,4.6,180,,,,,,0,800,Clear,sky is clear,01n
1487296800,2017-02-17 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.74,10000,10.57,18.21,15.88,23.32,1017,,,59,4.6,190,,,,,,0,800,Clear,sky is clear,01n
1487300400,2017-02-17 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.75,10000,10.62,17.23,14.58,21.99,1017,,,63,3.1,160,,,,,,0,800,Clear,sky is clear,01n
1487304000,2017-02-17 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.31,10000,12.22,16.98,13.81,21.14,1017,,,72,3.1,160,,,,,,0,800,Clear,sky is clear,01n
1487307600,2017-02-17 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,16.01,10000,11.98,15.68,12.16,19.58,1016,,,77,2.1,140,,,,,,0,800,Clear,sky is clear,01n
1487311200,2017-02-17 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.88,10000,11.86,15.53,12.03,19.51,1015,,,77,2.1,310,,,,,,0,800,Clear,sky is clear,01n
1487314800,2017-02-17 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.94,10000,12.87,15.73,11.86,19.3,1014,,,82,1.5,250,,,,,,0,800,Clear,sky is clear,01n
1487318400,2017-02-17 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.48,10000,13.33,15.36,11.23,18.83,1014,,,87,2.6,150,,,,,,0,800,Clear,sky is clear,01n
1487322000,2017-02-17 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.34,10000,13.19,15.2,11.17,18.78,1015,,,87,2.1,170,,,,,,0,800,Clear,sky is clear,01n
1487325600,2017-02-17 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.31,10000,13.16,15.17,12.01,19.12,1014,,,87,0.5,0,,,,,,0,800,Clear,sky is clear,01n
1487329200,2017-02-17 11:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.16,10000,13.01,15,12.73,19.58,1015,,,87,1,0,,,,,,0,800,Clear,sky is clear,01d
1487332800,2017-02-17 12:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.75,10000,11.93,15.42,14.02,16.61,1015,,,78,1,0,,,,,,0,800,Clear,sky is clear,01d
1487336400,2017-02-17 13:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.87,10000,13.72,18.69,16.1,23.51,1016,,,72,1,0,,,,,,0,800,Clear,sky is clear,01d
1487340000,2017-02-17 14:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.36,10000,13.03,21.09,18.84,26.14,1016,,,59,1.5,0,,,,,,0,800,Clear,sky is clear,01d
1487343600,2017-02-17 15:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.97,10000,12.61,23.7,21.47,28.69,1016,,,49,2.6,240,,,,,,0,800,Clear,sky is clear,01d
1487347200,2017-02-17 16:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.32,10000,13.21,25.13,22.94,29.94,1016,,,47,4.1,150,,,,,,0,800,Clear,sky is clear,01d
1487350800,2017-02-17 17:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.67,9999,13.53,25.52,23.11,30.31,1016,,,47,5.7,210,,,,,,40,802,Clouds,scattered clouds,03d
1487354400,2017-02-17 18:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,24.8,9999,12.07,24.51,23.78,26.96,1015,,,45,7.2,210,,,,,,75,803,Clouds,broken clouds,04d
1487358000,2017-02-17 19:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.89,9999,12.72,25.68,23.59,30.63,1016,,,44,6.7,200,,,,,,75,803,Clouds,broken clouds,04d
1487361600,2017-02-17 20:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,26.17,9999,12.97,26.17,24.22,30.99,1015,,,44,7.2,210,,,,,,40,802,Clouds,scattered clouds,03d
1487365200,2017-02-17 21:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,25.94,9999,12.76,25.74,24.09,30.84,1015,,,44,7.2,220,,,,,,40,802,Clouds,scattered clouds,03d
1487368800,2017-02-17 22:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,23.88,9999,10.55,23.45,20.72,27.73,1015,,,43,7.2,220,,,,,,40,802,Clouds,scattered clouds,03d
1487372400,2017-02-17 23:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,21.99,10000,9.85,21.45,18.88,25.59,1016,,,46,6.7,210,,,,,,0,800,Clear,sky is clear,01d
1487376000,2017-02-18 00:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,19.94,9999,7.99,19.19,17.23,23.95,1016,,,46,6.7,200,,,,,,40,802,Clouds,scattered clouds,03n
1487379600,2017-02-18 01:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,18.98,9999,7.74,18.19,16.51,23.42,1018,,,48,3.1,150,,,,,,20,801,Clouds,few clouds,02n
1487383200,2017-02-18 02:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.52,10000,7.28,16.66,15.16,22.13,1018,,,51,5.1,140,,,,,,0,800,Clear,sky is clear,01n
1487386800,2017-02-18 03:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17.18,10000,6.09,16.21,14.59,21.69,1019,,,48,4.1,150,,,,,,0,800,Clear,sky is clear,01n
1487390400,2017-02-18 04:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,17,10000,5.62,15.98,14.46,21.49,1019,,,47,4.1,160,,,,,,0,800,Clear,sky is clear,01n
1487394000,2017-02-18 05:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.93,10000,5.81,14.91,12.89,20.11,1018,,,51,2.6,150,,,,,,0,800,Clear,sky is clear,01n
1487397600,2017-02-18 06:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.61,10000,6.07,14.61,12.2,19.44,1018,,,53,1,0,,,,,,0,800,Clear,sky is clear,01n
1487401200,2017-02-18 07:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,15.89,10000,5.78,14.87,12.14,19.45,1018,,,51,2.6,170,,,,,,0,800,Clear,sky is clear,01n
1487404800,2017-02-18 08:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.39,10000,7.21,13.5,10.66,17.89,1018,,,62,1,0,,,,,,0,800,Clear,sky is clear,01n
1487408400,2017-02-18 09:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.13,10000,6.97,13.22,10.46,17.74,1018,,,62,0.5,0,,,,,,0,800,Clear,sky is clear,01n
1487412000,2017-02-18 10:00:00 +0000 UTC,-10800,Arturo Merino Benitez International Airport,-33.401969,-70.792808,14.87,10000,6.69,13.93,10.96,18.06,1018,,,58,2.1,180,,,,,,0,800,Clear,sky is clear,01n
